2PA,2PM,Age,All TD,FGA,FGM,Fbl TD,GS,Games,Int TD,Kr Td,Number of Records,Oth TD,Pr Td,Player,Position,Pts/G,Pts,Rec TD,Rsh TD,Salary,Sfty,Team,XPA,XPM
,,,,,,,,,,,1,,,Geronimo Allison,WR,,,,,630000,,GNB,,
,,,,,,,,,,,1,,,Keke Coutee,WR,,,,,480000,,HOU,,
,,,,,,,,,,,1,,,Vyncint Smith,WR,,,,,480000,,HOU,,
,,,,,,,,,,,1,,,Zach Pascal,WR,,,,,480000,,IND,,
,,,,,,,,,,,1,,,Marcus Johnson,WR,,,,,555000,,IND,,
,,,,,,,,,,,1,,,DJ Chark,WR,,,,,480000,,JAX,,
,,,,,,,,,,,1,,,Marcus Kemp,WR,,,,,480000,,KAN,,
,,,,,,,,,,,1,,,Demarcus Robinson,WR,,,,,630000,,KAN,,
,,,,,,,,,,,1,,,JJ Jones,WR,,,,,480000,,LAC,,
,,,,,,,,,,,1,,,KhaDarel Hodge,WR,,,,,129200,,LAR,,
,,,,,,,,,,,1,,,Jojo Natson,WR,,,,,451760,,LAR,,
,,,,,,,,,,,1,,,Mike Thomas,WR,,,,,630000,,LAR,,
,,,,,,,,,,,1,,,Leonte Carroo,WR,,,,,129200,,MIA,,
,,,,,,,,,,,1,,,Tanner McEvoy,WR,,,,,630000,,MIA,,
,,,,,,,,,,,1,,,Chad Beebe,WR,,,,,129200,,MIN,,
,,,,,,,,,,,1,,,Brandon Zylstra,WR,,,,,480000,,MIN,,
,,,,,,,,,,,1,,,Keith Kirkwood,WR,,,,,476000,,NOR,,
,,,,,,,,,,,1,,,Dan Arnold,WR,,,,,480000,,NOR,,
,,,,,,,,,,,1,,,Tre'Quan Smith,WR,,,,,480000,,NOR,,
,,,,,,,,,,,1,,,Austin Carr,WR,,,,,555000,,NOR,,
,,,,,,,,,,,1,,,Jawill Davis,WR,,,,,129200,,NYG,,
,,,,,,,,,,,1,,,Quadree Henderson,WR,,,,,225880,,NYG,,
,,,,,,,,,,,1,,,Deontay Burnett,WR,,,,,310585,,NYJ,,
,,,,,,,,,,,1,,,Charone Peake,WR,,,,,630000,,NYJ,,
,,,,,,,,,,,1,,,Marcell Ateman,WR,,,,,129200,,OAK,,
,,,,,,,,,,,1,,,Saeed Blacknall,WR,,,,,129200,,OAK,,
,,,,,,,,,,,1,,,Shelton Gibson,WR,,,,,555000,,PHI,,
,,,,,,,,,,,1,,,James Washington,WR,,,,,480000,,PIT,,
,,,,,,,,,,,1,,,Malik Turner,WR,,,,,121600,,SEA,,
,,,,,,,,,,,1,,,David Moore,WR,,,,,555000,,SEA,,
,,,,,,,,,,,1,,,Victor Bolden,WR,,,,,424412,,SFO,,
,,,,,,,,,,,1,,,Dante Pettis,WR,,,,,480000,,SFO,,
,,,,,,,,,,,1,,,Richie James,WR,,,,,480000,,SFO,,
,,,,,,,,,,,1,,,Kendrick Bourne,WR,,,,,555000,,SFO,,
,,,,,,,,,,,1,,,Justin Watson,WR,,,,,480000,,TAM,,
,,,,,,,,,,,1,,,Cameron Batson,WR,,,,,480000,,TEN,,
,,,,,,,,,,,1,,,Corey Davis,WR,,,,,555000,,TEN,,
,,,,,,,,,,,1,,,Darius Jennings,WR,,,,,630000,,TEN,,
,,,,,,,,,,,1,,,Tajae Sharpe,WR,,,,,630000,,TEN,,
,,,,,,,,,,,1,,,Cam Sims,WR,,,,,369882,,WAS,,
,,,,,,,,,,,1,,,Trey Quinn,WR,,,,,451760,,WAS,,
,,,,,,,,,,,1,,,Jehu Chesson,WR,,,,,522353,,WAS,,
,,,,,,,,,,,1,,,Michael Floyd,WR,,,,,697059,,WAS,,
,,25,,3,2,,0,2,,,1,,,Sam Ficken,K,5,10,,,423525,,LAR,5,4
,,26,,5,4,,0,5,,,1,,,Cairo Santos,K,5.2,26,,,604118,,2TM,14,14
,,22,,42,38,,0,13,,,1,,,Harrison Butker,K,10.9,142,,,555000,,KAN,28,28
,,22,,31,26,,0,15,,,1,,,Jake Elliott,K,7.8,117,,,555000,,PHI,42,39
,,22,,20,15,,0,16,,,1,,,Zane Gonzalez,K,4.4,70,,,555000,,CLE,26,25
,,23,,25,18,,0,16,,,1,,,Aldrick Rosas,K,4.6,74,,,555000,,NYG,23,20
,,23,,25,20,,0,16,,,1,,,Ka'imi Fairbairn,K,5.8,92,,,555000,,HOU,35,32
,,23,,36,31,,0,16,,,1,,,Wil Lutz,K,8.8,140,,,630000,,NOR,50,47
,,24,,,,,0,16,,,1,,,Drew Kaser,P,0.1,1,,,630000,,LAC,3,1
,,27,,21,16,,0,16,,,1,,,Giorgio Tavecchio,K,5.1,81,,,359117,,ATL,34,33
,,24,1,,,,0,3,,,1,,,Kapri Bibbs,RB,2,6,1,,129200,,WAS,,
,,23,1,,,,3,4,,,1,,,Chris Carson,RB,1.5,6,1,,555000,,SEA,,
,,25,1,,,,0,6,,,1,,,Maurice Harris,WR,1,6,1,,630000,,WAS,,
,,24,1,,,,5,7,,,1,,,Dede Westbrook,WR,0.9,6,1,,555000,,JAX,,
,,24,1,,,,0,8,,,1,,,Leonard Wester,T,0.8,6,1,,630000,,TAM,,
,,24,1,,,,0,8,,,1,,,Marvin Hall,WR,0.8,6,1,,555000,,ATL,,
,,28,1,,,,2,9,,,1,,,Terrelle Pryor,QB,0.7,6,1,,418235,,2TM,,
,,25,1,,,,7,10,,,1,,,Jordan Matthews,WR,0.6,6,1,,697059,,PHI,,
,,23,1,,,,4,11,,,1,,,Chester Rogers,WR,0.5,6,1,,630000,,IND,,
,,23,1,,,,5,11,,,1,,,Jeremy Sprinkle,TE,0.5,6,1,,555000,,WAS,,
,,21,1,,,,7,11,,,1,,,Josh Malone,WR,0.5,6,1,,555000,,CIN,,
,,28,1,,,,7,12,,,1,,,Dontrelle Inman,WR,0.5,6,1,,511176,,IND,,
,,23,1,,,,1,13,,,1,,,Wayne Gallman,RB,0.5,6,1,,555000,,NYG,,
,,24,1,,,,4,14,,,1,,,C.J. Uzomah,TE,0.4,6,1,,705000,,CIN,,
,,25,1,,,,12,14,,,1,,,Eric Tomlinson,TE,0.4,6,1,,630000,,NYJ,,
,,25,1,,,,0,15,,,1,,,Tommylee Lewis,WR,0.4,6,1,,630000,,NOR,,
,,25,1,,,,2,15,,,1,,,Xavier Grimble,TE,0.4,6,1,,630000,,PIT,,
,,24,1,,,,4,15,,,1,,,Nick Vannett,TE,0.4,6,1,,652000,,SEA,,
,,24,1,,,,6,15,,,1,,,David Morgan,TE,0.4,6,1,,630000,,MIN,,
,,25,1,,,,0,16,,,1,,,Alex Erickson,WR,0.4,6,1,,630000,,CIN,,
,,22,1,,,,1,16,,,1,,,Josh Reynolds,WR,0.4,6,1,,555000,,LAR,,
,,21,1,,,,2,16,,,1,,,Chris Godwin,WR,0.4,6,1,,581500,,TAM,,
,,22,1,,,,4,16,,,1,,,Taywan Taylor,WR,0.4,6,1,,630000,,TEN,,
,,24,1,,,,4,16,,,1,,,Seth Devalve,TE,0.4,6,1,,630000,,CLE,,
,,24,1,,,,16,16,,,1,,,Tyler Higbee,TE,0.4,6,1,,630000,,LAR,,
,,26,2,,,,6,11,,,1,,,Bruce Ellington,WR,1.1,12,2,,371765,,2TM,,
,,23,2,,,,1,15,,,1,,,Trent Taylor,WR,0.8,12,2,,555000,,SFO,,
,,23,2,,,,4,15,,,1,,,Rashard Higgins,WR,0.8,12,2,,630000,,CLE,,
,,25,2,,,,5,15,,,1,,,Nick O'Leary,TE,0.8,12,2,,617123,,MIA,,
,,24,2,,,,7,15,,,1,,,George Kittle,TE,0.8,12,2,,555000,,SFO,,
,,23,2,,,,0,16,,,1,,,Patrick Ricard,DE,0.8,12,2,,555000,,BAL,,
,,25,2,,,,0,16,,,1,,,Jakeem Grant,WR,0.8,12,2,,630000,,MIA,,
,,29,2,,,,1,16,,,1,,,Aldrick Robinson,WR,0.8,12,2,,697059,,MIN,,
,,22,2,,,,13,16,,,1,,,Jonnu Smith,TE,0.8,12,2,,579000,,TEN,,
,,22,3,,,,1,10,,,1,,,Ricky Seals-Jones,WR,1.8,18,3,,555000,,ARI,,
,,24,3,,,,5,11,,,1,,,Kenny Golladay,WR,1.6,18,3,,586000,,DET,,
,,27,3,,,,0,13,,,1,,,Brice Butler,WR,1.4,18,3,,697059,,2TM,,
,,26,3,,,,1,16,,,1,,,Johnny Holton,WR,1.1,18,3,,121600,,OAK,,
,,26,3,,,,4,16,,,1,,,Bennie Fowler,WR,1.1,18,3,,456176,,NYG,,
,,24,3,,,,6,16,,,1,,,Keelan Cole,WR,1.1,18,3,,555000,,JAX,,
,,23,3,,,,8,16,,,1,,,Austin Hooper,TE,1.1,18,3,,630000,,ATL,,
,,28,4,,,,11,14,,,1,,,Rishard Matthews,WR,1.7,24,4,,538235,,2TM,,
,,24,5,,,,6,15,,,1,,,Cooper Kupp,WR,2,30,5,,640000,,LAR,,
,,23,7,,,,12,14,,,1,,,Amari Cooper,WR,3,42,7,,700000,,2TM,,
,,24,7,,,,15,16,,,1,,,Robby Anderson,WR,2.6,42,7,,630000,,NYJ,,
,,23,1,,,,3,8,,,1,,,Wendell Smallwood,RB,0.8,6,,1,630000,,PHI,,
,,25,1,,,,0,13,,,1,,,Devontae Booker,RB,0.5,6,,1,630000,,DEN,,
,,23,1,,,,13,13,,,1,,,Jameis Winston,QB,0.5,6,,1,580588,,TAM,,
,,24,1,,,,1,16,,,1,,,C.J. Ham,RB,0.4,6,,1,555000,,MIN,,
,,24,1,,,,4,16,,,1,,,Andy Janovich,FB,0.4,6,,1,630000,,DEN,,
,,24,2,,,,1,16,,,1,,,Jalen Richard,RB,0.8,12,1,1,630000,,OAK,,
,,22,2,,,,8,16,,,1,,,Samaje Perine,RB,0.8,12,1,1,555000,,WAS,,
,,24,2,,,,0,16,,,1,,,Elijhaa Penny,RB,0.8,12,,2,129200,,NYG,,
,,24,3,,,,0,15,,,1,,,DeAndre Washington,RB,1.2,18,1,2,630000,,OAK,,
,,22,3,,,,0,16,,,1,,,Matt Breida,RB,1.1,18,1,2,555000,,SFO,,
,,22,5,,,,0,16,,,1,,,Austin Ekeler,RB,1.9,30,3,2,555000,,LAC,,
,,24,3,,,,5,7,,,1,,,C.J. Beathard,QB,2.6,18,,3,625393,,SFO,,
,,25,3,,,,7,7,,,1,,,Robert Kelley,RB,2.6,18,,3,630000,,WAS,,
,,23,3,,,,4,16,,,1,,,Peyton Barber,RB,1.1,18,,3,630000,,TAM,,
,,21,4,,,,0,14,,,1,,,Marlon Mack,RB,1.7,24,1,3,555000,,IND,,
,,23,4,,,,4,12,,,1,,,Aaron Jones,RB,2,24,,4,489706,,GNB,,
,,22,6,,,,7,16,,,1,,,Jamaal Williams,RB,2.3,36,2,4,555000,,GNB,,
,,21,5,,,,15,15,,,1,,,DeShone Kizer,QB,2,30,,5,689928,,GNB,,
,,23,6,,,,12,15,,,1,,,Alex Collins,RB,2.4,36,,6,630000,,BAL,,
,,24,6,,,,16,16,,,1,,,Dak Prescott,QB,2.3,36,,6,630000,,DAL,,
,,22,11,,,,16,16,,,1,,,Kareem Hunt,RB,4.1,66,3,8,575250,,KAN,,
,,23,9,,,,16,16,,,1,,,Jordan Howard,RB,3.4,54,,9,630000,,CHI,,
,1,26,,,,,3,13,,,1,,,Blake Bell,TE,0.2,2,,,456176,,JAX,,
,1,24,,,,,3,16,,,1,,,Ben Koyack,TE,0.1,2,,,259413,,JAX,,
,1,26,3,,,,8,15,,,1,,,Martavis Bryant,WR,1.3,20,3,,663529,,OAK,,
,1,23,2,,,,2,16,,,1,,,Elijah McGuire,RB,0.9,14,1,1,378000,,NYJ,,
,1,23,2,,,,12,12,,,1,,,Mitchell Trubisky,QB,1.2,14,,2,555000,,CHI,,
,1,23,6,,,,0,16,,,1,,,Corey Clement,RB,2.4,38,2,4,555000,,PHI,,
,,27,1,,,,9,9,1,,1,,,John Simon,DE,0.7,6,,,650588,,NWE,,
,,23,1,,,,1,12,1,,1,,,Dylan Cole,LB,0.5,6,,,555000,,HOU,,
,,24,1,,,,13,13,1,,1,,,Justin Simmons,FS,0.5,6,,,630000,,DEN,,
,,23,1,,,,15,15,1,,1,,,Jalen Mills,CB,0.4,6,,,630000,,PHI,,
,,25,1,,,,15,15,1,,1,,,Bashaud Breeland,CB,0.4,6,,,650588,,GNB,,
,,24,1,,,,3,16,1,,1,,,Miles Killebrew,SS,0.4,6,,,630000,,DET,,
,,23,1,,,,4,16,1,,1,,,Desmond King,FS,0.4,6,,,555000,,LAC,,
,,26,1,,,,16,16,1,,1,,,Dontae Johnson,FS,0.4,6,,,604118,,BUF,,
,,25,1,,,1,0,4,,,1,,,Isaiah Johnson,S,1.5,6,,,555000,,TAM,,
,,28,1,,,1,12,12,,,1,,,Brandon Williams,CB,0.5,6,,,656000,,ARI,,
,,23,1,,,1,5,16,,,1,,,Matt Milano,OLB,0.4,6,,,555000,,BUF,,
,,23,1,,,1,11,16,,,1,,,Dean Lowry,DE,0.4,6,,,630000,,GNB,,
,,28,1,,,1,16,16,,,1,,,Brandon Marshall,WR,0.4,6,,,417941,,SEA,,
,,24,4,,,1,4,13,,,1,,,Chris Moore,WR,1.8,24,3,,630000,,BAL,,
,,24,9,,,1,10,16,,,1,,,Nelson Agholor,WR,3.4,54,8,,129200,,PHI,,
,,25,2,,,1,16,16,1,,1,,,Eddie Jackson,SS,0.8,12,,,555000,,CHI,,
,,25,1,,,,2,13,,,1,,1,Kaelin Clay,WR,0.5,6,,,630000,,NYG,,
,,23,1,,,,0,16,,,1,,1,Ryan Switzer,WR,0.4,6,,,555000,,PIT,,
,,23,3,,,,0,10,,,1,,1,Jaydon Mickens,WR,1.8,18,2,,555000,,JAX,,
,,23,8,,,,13,15,,,1,,1,Tyreek Hill,WR,3.2,48,7,,630000,,KAN,,
,,22,4,,,,4,16,,,1,,1,Tarik Cohen,RB,1.5,24,1,2,555000,,CHI,,
,,22,2,,,,0,13,,,1,,2,Jamal Agnew,CB,0.9,12,,,555000,,DET,,
,,23,1,,,,0,14,,,1,1,,Justin Hardee,WR,0.4,6,,,555000,,NOR,,
,,24,1,,,,1,16,,,1,1,,Blake Countess,CB,0.4,6,,,630000,,LAR,,
,,24,2,,,,1,11,,,1,1,,Malcolm Brown,RB,1.1,12,,1,630000,,LAR,,
,,22,1,,,,1,16,,1,1,,,Pharoh Cooper,WR,0.4,6,,,406941,,LAR,,
,,24,3,,,,3,8,,1,1,,,Damiere Byrd,WR,2.3,18,2,,630000,,CAR,,
,,21,8,,,,7,14,,1,1,,,JuJu Smith-Schuster,WR,3.4,48,7,,655717,,PIT,,
,,23,,,,,5,6,,,1,,,Eric Lee,LB,0.3,2,,,457059,1,DET,,
,,23,,,,,1,13,,,1,,,Hassan Ridgeway,DT,0.2,2,,,630000,1,IND,,
,,23,,,,,4,14,,,1,,,Nate Hairston,CB,0.1,2,,,555000,1,IND,,
,,26,,,,,0,16,,,1,,,Senorise Perry,RB,0.1,2,,,630000,1,MIA,,
