Date,Open,High,Low,Close,Adj Close,Volume
1970-10-01,84.300003,87.750000,82.290001,83.250000,83.250000,261370000
1970-11-01,83.250000,87.599998,82.230003,87.199997,87.199997,230290000
1970-12-01,87.199997,92.989998,86.110001,92.150002,92.150002,335240000
1971-01-01,92.150002,96.489998,90.639999,95.879997,95.879997,348490000
1971-02-01,95.879997,99.589996,94.919998,96.750000,96.750000,371190000
1971-03-01,96.750000,102.029999,96.110001,100.309998,100.309998,389880000
1971-04-01,100.309998,105.599998,99.629997,103.949997,103.949997,401580000
1971-05-01,103.949997,104.419998,98.680000,99.629997,99.629997,307360000
1971-06-01,99.629997,102.070000,96.919998,98.699997,98.699997,303590000
1971-07-01,99.160004,101.519997,95.080002,95.580002,95.580002,265240000
1971-08-01,95.580002,101.510002,92.809998,99.029999,99.029999,320520000
1971-09-01,99.029999,102.250000,96.970001,98.339996,98.339996,252720000
1971-10-01,98.339996,100.959999,92.959999,94.230003,94.230003,280080000
1971-11-01,94.230003,96.080002,89.339996,93.989998,93.989998,276410000
1971-12-01,93.989998,102.209999,93.949997,102.089996,102.089996,377680000
1972-01-01,102.089996,105.000000,100.870003,103.940002,103.940002,379490000
1972-02-01,103.940002,107.160004,103.099998,106.570000,106.570000,376260000
1972-03-01,106.570000,109.750000,105.860001,107.199997,107.199997,403650000
1972-04-01,107.199997,111.110001,106.180000,107.669998,107.669998,367990000
1972-05-01,107.669998,111.480003,103.830002,109.529999,109.529999,335850000
1972-06-01,109.529999,110.510002,105.940002,107.139999,107.139999,314510000
1972-07-01,107.139999,110.269997,104.430000,107.389999,107.389999,288900000
1972-08-01,107.389999,113.449997,107.059998,111.089996,111.089996,356930000
1972-09-01,111.089996,112.120003,107.349998,110.550003,110.550003,246190000
1972-10-01,110.550003,112.260002,106.269997,111.580002,111.580002,317300000
1972-11-01,111.580002,117.910004,111.320000,116.669998,116.669998,405570000
1972-12-01,116.669998,119.790001,114.629997,118.050003,118.050003,344730000
1973-01-01,118.059998,121.739998,114.970001,116.029999,116.029999,393750000
1973-02-01,116.029999,118.980003,109.800003,111.680000,111.680000,318190000
1973-03-01,111.680000,115.610001,107.410004,111.519997,111.519997,343400000
1973-04-01,111.519997,113.650002,105.440002,106.970001,106.970001,277990000
1973-05-01,106.970001,112.250000,101.360001,104.949997,104.949997,337260000
1973-06-01,104.949997,109.519997,101.449997,104.260002,104.260002,268700000
1973-07-01,104.099998,111.040001,100.440002,108.220001,108.220001,307780000
1973-08-01,108.169998,108.169998,99.739998,104.250000,104.250000,274460000
1973-09-01,104.250000,110.449997,102.129997,108.430000,108.430000,329070000
1973-10-01,108.430000,112.820000,107.080002,108.290001,108.290001,422900000
1973-11-01,108.290001,109.199997,94.879997,95.959999,95.959999,399900000
1973-12-01,95.830002,99.089996,91.050003,97.550003,97.550003,384380000
1974-01-01,97.550003,100.940002,91.620003,96.570000,96.570000,363150000
1974-02-01,96.570000,97.430000,89.529999,96.220001,96.220001,256810000
1974-03-01,96.220001,101.050003,93.440002,93.980003,93.980003,309600000
1974-04-01,93.980003,95.419998,88.620003,90.309998,90.309998,254270000
1974-05-01,90.309998,93.589996,85.870003,87.279999,87.279999,275150000
1974-06-01,87.279999,93.760002,85.129997,86.000000,86.000000,245340000
1974-07-01,86.000000,86.889999,78.959999,79.309998,79.309998,274090000
1974-08-01,79.309998,83.529999,69.370003,72.150002,72.150002,280100000
1974-09-01,72.150002,73.010002,62.520000,63.540001,63.540001,280050000
1974-10-01,63.540001,75.900002,60.959999,73.900002,73.900002,377100000
1974-11-01,73.900002,77.410004,66.849998,69.970001,69.970001,286790000
1974-12-01,69.800003,69.800003,64.129997,68.559998,68.559998,315150000
1975-01-01,68.650002,78.690002,68.650002,76.980003,76.980003,432550000
1975-02-01,76.980003,83.559998,76.000000,81.589996,81.589996,423640000
1975-03-01,81.589996,87.080002,80.080002,83.360001,83.360001,453610000
1975-04-01,83.360001,88.790001,79.660004,87.300003,87.300003,451350000
1975-05-01,87.300003,93.510002,86.940002,91.150002,91.150002,457490000
1975-06-01,91.320000,95.849998,89.300003,95.190002,95.190002,447000000
1975-07-01,95.190002,96.580002,87.680000,88.750000,88.750000,441680000
1975-08-01,88.750000,89.040001,82.209999,86.879997,86.879997,281470000
1975-09-01,86.879997,87.419998,81.570000,83.870003,83.870003,275120000
1975-10-01,83.870003,91.750000,82.570000,89.040001,89.040001,365540000
1975-11-01,89.040001,92.330002,87.629997,91.239998,91.239998,318810000
1975-12-01,91.239998,91.900002,86.150002,90.190002,90.190002,348970000
